 0.000000000000000E+00  3.041045944264471E-03
 1.968464714014107E-01  3.245245980579814E-03
 3.936929428028214E-01  3.891945834707417E-03
 5.905394142042321E-01  5.052652982733578E-03
 7.873858856056427E-01  6.764331925454332E-03
 9.842323570070534E-01  8.941473526981880E-03
 1.181078828408464E+00  1.128987682822524E-02
 1.377925299809875E+00  1.333954455367279E-02
 1.574771771211285E+00  1.462624135229562E-02
 1.771618242612696E+00  1.490535644478260E-02
 1.968464714014107E+00  1.423557042643801E-02
 2.165311185415518E+00  1.289237149335616E-02
 2.362157656816928E+00  1.120396857813819E-02
 2.559004128218339E+00  9.439125782546310E-03
 2.755850599619750E+00  7.766702777443027E-03
 2.952697071021160E+00  6.273155815054035E-03
 3.149543542422571E+00  4.990527770255876E-03
 3.346390013823981E+00  3.920118043288065E-03
 3.543236485225392E+00  3.046414830193554E-03
 3.740082956626803E+00  2.347616636644156E-03
 3.936929428028213E+00  1.796402860383398E-03
 4.133775899429624E+00  1.366726518407850E-03
 4.330622370831035E+00  1.034049887512569E-03
 4.527468842232445E+00  7.787437623857385E-04
 4.724315313633856E+00  5.841066964774142E-04
 4.921161785035267E+00  4.364849859806904E-04
 5.118008256436678E+00  3.253363214835826E-04
 5.314854727838088E+00  2.419444244470083E-04
 5.511701199239499E+00  1.795301073024193E-04
 5.708547670640909E+00  1.329133883196583E-04
 5.905394142042320E+00  9.821010152379027E-05
 6.102240613443731E+00  7.245664163310133E-05
 6.299087084845142E+00  5.346617073753880E-05
 6.495933556246553E+00  3.940644801490598E-05
 6.692780027647963E+00  2.907687114502782E-05
 6.889626499049374E+00  2.147636914199171E-05
 7.086472970450784E+00  1.592938012192584E-05
 7.283319441852195E+00  1.184651838663570E-05
 7.480165913253606E+00  8.837177320035164E-06
 7.677012384655017E+00  6.657589146089878E-06
 7.873858856056427E+00  5.056744523250399E-06
 8.070705327457837E+00  3.907646036012577E-06
 8.267551798859248E+00  3.060770679726872E-06
 8.464398270260659E+00  2.454094078892449E-06
 8.661244741662070E+00  2.020800785379237E-06
 8.858091213063480E+00  1.729439354322482E-06
 9.054937684464891E+00  1.537884581250742E-06
 9.251784155866302E+00  1.445230137807496E-06
 9.448630627267713E+00  1.401942458910676E-06
 9.645477098669124E+00  1.445230137807469E-06
 9.842323570070533E+00  1.537884581250767E-06
