 0.000000000000000E+00  9.734888114575721E-03
 1.211362900931758E-01  1.002360462963613E-02
 2.422725801863516E-01  1.089778497351816E-02
 3.634088702795274E-01  1.241017911993016E-02
 4.845451603727032E-01  1.461672166832362E-02
 6.056814504658791E-01  1.754385642223201E-02
 7.268177405590548E-01  2.113989740220477E-02
 8.479540306522306E-01  2.523193345048573E-02
 9.690903207454065E-01  2.951389363451881E-02
 1.090226610838582E+00  3.356700018819498E-02
 1.211362900931758E+00  3.690247170550322E-02
 1.332499191024934E+00  3.911451200855344E-02
 1.453635481118110E+00  3.994211511054403E-02
 1.574771771211285E+00  3.935442782789049E-02
 1.695908061304461E+00  3.751455639814231E-02
 1.817044351397637E+00  3.472657846478868E-02
 1.938180641490813E+00  3.135143506134924E-02
 2.059316931583989E+00  2.771591584658130E-02
 2.180453221677165E+00  2.408854403482072E-02
 2.301589511770340E+00  2.065023199735904E-02
 2.422725801863516E+00  1.750638895535950E-02
 2.543862091956692E+00  1.470474563764272E-02
 2.664998382049868E+00  1.225209023609243E-02
 2.786134672143044E+00  1.013921591156400E-02
 2.907270962236219E+00  8.339516303144518E-03
 3.028407252329395E+00  6.821777482641482E-03
 3.149543542422571E+00  5.553023369011329E-03
 3.270679832515747E+00  4.501112152373738E-03
 3.391816122608923E+00  3.634414017997926E-03
 3.512952412702099E+00  2.925280880573267E-03
 3.634088702795274E+00  2.347493019163714E-03
 3.755224992888450E+00  1.879427840341791E-03
 3.876361282981626E+00  1.501273461296683E-03
 3.997497573074801E+00  1.197117393706895E-03
 4.118633863167977E+00  9.526601498958223E-04
 4.239770153261153E+00  7.570404169834500E-04
 4.360906443354329E+00  6.006857141004360E-04
 4.482042733447505E+00  4.756442627341322E-04
 4.603179023540680E+00  3.762458411381263E-04
 4.724315313633856E+00  2.971154806357885E-04
 4.845451603727033E+00  2.345467491639229E-04
 4.966587893820208E+00  1.849435383918154E-04
 5.087724183913384E+00  1.457322257047935E-04
 5.208860474006560E+00  1.147262318884216E-04
 5.329996764099736E+00  9.023989075174540E-05
 5.451133054192911E+00  7.093802066361178E-05
 5.572269344286087E+00  5.570286564415962E-05
 5.693405634379263E+00  4.370676016400046E-05
 5.814541924472438E+00  3.424280255874650E-05
 5.935678214565614E+00  2.681129939831825E-05
 6.056814504658790E+00  2.097346356395382E-05
 6.177950794751967E+00  1.640572274883941E-05
 6.299087084845142E+00  1.282390520075823E-05
 6.420223374938318E+00  1.001480147932623E-05
 6.541359665031494E+00  7.806652213496570E-06
 6.662495955124670E+00  6.083705482909094E-06
 6.783632245217845E+00  4.736435481452344E-06
 6.904768535311021E+00  3.673593571538726E-06
 7.025904825404197E+00  2.840261982873779E-06
 7.147041115497372E+00  2.192074559800208E-06
 7.268177405590548E+00  1.688420150598636E-06
 7.389313695683724E+00  1.298669315490424E-06
 7.510449985776900E+00  9.995974560121869E-07
 7.631586275870076E+00  7.673442908977593E-07
 7.752722565963252E+00  5.910707149362609E-07
 7.873858856056428E+00  4.566725672224802E-07
 7.994995146149603E+00  3.549710896356681E-07
 8.116131436242780E+00  2.772505732066589E-07
 8.237267726335954E+00  2.178137711783197E-07
 8.358404016429130E+00  1.735390693345364E-07
 8.479540306522306E+00  1.368432170586453E-07
 8.600676596615482E+00  1.119428743581436E-07
 8.721812886708658E+00  9.064923940676286E-08
 8.842949176801834E+00  7.721115337378929E-08
 8.964085466895011E+00  6.693981110471594E-08
 9.085221756988185E+00  6.117714953787005E-08
 9.206358047081361E+00  5.777200860914248E-08
 9.327494337174537E+00  5.539349878889405E-08
 9.448630627267713E+00  5.442493025381231E-08
 9.569766917360889E+00  5.539349878889198E-08
 9.690903207454065E+00  5.777200860914466E-08
 9.812039497547241E+00  6.117714953787429E-08
 9.933175787640415E+00  6.693981110471456E-08
 1.005431207773359E+01  7.721115337379090E-08
